Employee_Index,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,BusinessTravel,Education,EducationField,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsSinceLastPromotion,Actual_Attrition,Predicted_Attrition,Attrition_Probability,Risk_Level
1924,33,Male,Single,Research & Development,Laboratory Technician,2,34790,3,2,5.0,3.0,2,Travel_Rarely,2,Technical Degree,4.0,2.0,3.0,3,3,12,0,3,0,0,0,0.01,Low
2518,31,Female,Married,Sales,Manufacturing Director,3,25520,3,2,9.0,2.0,8,Travel_Frequently,4,Other,1.0,1.0,3.0,3,3,18,0,2,2,0,0,0.01,Low
2519,28,Male,Married,Sales,Manager,3,44770,3,2,3.0,1.0,1,Travel_Rarely,2,Life Sciences,1.0,3.0,3.0,3,3,15,0,6,1,0,0,0.01,Low
2522,58,Female,Married,Research & Development,Sales Representative,1,29360,2,2,23.0,2.0,10,Travel_Frequently,4,Technical Degree,3.0,1.0,3.0,3,3,13,1,3,2,0,0,0.01,Low
601,29,Male,Married,Research & Development,Sales Executive,1,79690,5,3,6.0,0.0,23,Travel_Rarely,3,Medical,4.0,2.0,2.0,3,3,14,0,3,1,0,0,0.01,Low
603,46,Male,Married,Research & Development,Research Scientist,2,165550,26,9,28.0,8.0,2,Travel_Rarely,3,Life Sciences,1.0,3.0,3.0,3,3,14,2,4,15,0,0,0.01,Low
604,44,Male,Single,Research & Development,Sales Representative,1,45560,0,0,6.0,2.0,20,Non-Travel,3,Life Sciences,3.0,4.0,3.0,3,3,13,0,4,0,0,0,0.01,Low
2507,41,Male,Divorced,Research & Development,Laboratory Technician,3,25150,22,5,23.0,0.0,1,Travel_Rarely,1,Technical Degree,3.0,3.0,4.0,2,3,18,0,2,13,0,0,0.01,Low
2508,30,Female,Single,Sales,Manager,2,44200,7,2,9.0,9.0,26,Travel_Rarely,3,Marketing,3.0,1.0,3.0,3,3,11,0,3,0,0,0,0.01,Low
3780,40,Male,Divorced,Research & Development,Research Scientist,1,28000,2,2,8.0,3.0,7,Non-Travel,3,Medical,4.0,4.0,3.0,2,3,12,2,0,2,0,0,0.01,Low
3784,36,Female,Single,Sales,Research Scientist,4,142750,3,2,7.0,3.0,9,Travel_Rarely,3,Marketing,4.0,3.0,2.0,2,3,18,1,5,1,0,0,0.01,Low
3785,48,Male,Divorced,Research & Development,Laboratory Technician,1,55620,8,7,18.0,8.0,12,Travel_Rarely,4,Medical,3.0,3.0,3.0,3,3,13,1,2,7,0,0,0.01,Low
1347,36,Male,Divorced,Human Resources,Research Scientist,2,31170,3,1,7.0,6.0,25,Travel_Rarely,1,Human Resources,2.0,2.0,3.0,4,4,21,1,2,0,0,0,0.01,Low
1349,39,Female,Married,Research & Development,Research Scientist,1,196580,15,9,17.0,4.0,7,Travel_Rarely,3,Life Sciences,3.0,4.0,4.0,4,3,13,1,3,5,0,0,0.01,Low
3762,46,Male,Married,Research & Development,Manufacturing Director,3,138260,13,1,23.0,8.0,4,Travel_Rarely,2,Life Sciences,2.0,3.0,4.0,2,3,11,0,1,5,0,0,0.01,Low
2530,29,Male,Married,Research & Development,Human Resources,1,41150,11,10,11.0,1.0,6,Travel_Frequently,2,Medical,4.0,4.0,4.0,3,3,11,0,1,3,0,0,0.01,Low
2534,46,Female,Divorced,Human Resources,Laboratory Technician,1,190810,9,7,12.0,3.0,1,Travel_Rarely,3,Life Sciences,4.0,4.0,2.0,3,4,21,0,2,4,0,0,0.01,Low
2536,29,Female,Divorced,Research & Development,Manufacturing Director,1,22100,7,6,11.0,8.0,16,Travel_Rarely,3,Medical,3.0,4.0,3.0,3,3,11,1,4,1,0,0,0.01,Low
1913,53,Male,Divorced,Research & Development,Manager,1,39200,17,2,22.0,6.0,9,Travel_Rarely,3,Technical Degree,3.0,3.0,4.0,3,3,16,1,3,15,0,0,0.01,Low
1915,38,Male,Single,Sales,Research Director,2,100480,5,3,6.0,1.0,4,Non-Travel,3,Life Sciences,4.0,3.0,3.0,3,4,23,1,2,1,0,0,0.01,Low
1916,35,Female,Divorced,Sales,Healthcare Representative,2,109380,10,8,12.0,6.0,1,Travel_Rarely,2,Life Sciences,4.0,4.0,3.0,1,3,14,2,2,0,0,0,0.01,Low
1917,39,Male,Single,Sales,Research Scientist,2,23400,8,7,9.0,0.0,1,Travel_Rarely,1,Marketing,3.0,1.0,3.0,2,3,11,1,2,0,0,0,0.01,Low
1919,47,Male,Divorced,Research & Development,Sales Executive,3,69310,19,7,20.0,1.0,7,Travel_Frequently,4,Life Sciences,3.0,3.0,4.0,3,3,11,0,3,2,0,0,0.01,Low
1920,36,Male,Divorced,Sales,Research Scientist,2,48980,7,7,12.0,4.0,28,Non-Travel,1,Life Sciences,4.0,1.0,3.0,3,3,13,1,3,0,0,0,0.01,Low
3766,34,Male,Married,Human Resources,Manufacturing Director,2,28180,10,6,10.0,1.0,2,Travel_Rarely,3,Human Resources,3.0,4.0,3.0,3,3,13,1,2,8,0,0,0.01,Low
3772,29,Female,Married,Research & Development,Manager,1,23140,7,7,9.0,3.0,1,Travel_Rarely,3,Medical,1.0,3.0,3.0,4,3,13,0,5,0,0,0,0.01,Low
3774,45,Male,Married,Sales,Laboratory Technician,3,35800,5,3,8.0,4.0,3,Travel_Rarely,3,Life Sciences,4.0,4.0,3.0,2,4,20,1,1,0,0,0,0.01,Low
204,34,Male,Single,Research & Development,Laboratory Technician,1,52370,10,7,10.0,1.0,26,Travel_Rarely,3,Medical,4.0,4.0,3.0,2,3,19,1,3,5,0,0,0.01,Low
206,37,Male,Single,Research & Development,Sales Executive,1,41930,6,2,12.0,4.0,8,Travel_Rarely,1,Life Sciences,4.0,2.0,4.0,3,3,16,1,5,1,0,0,0.01,Low
3749,47,Female,Married,Research & Development,Sales Representative,2,23660,5,2,11.0,3.0,8,Travel_Rarely,4,Medical,3.0,3.0,2.0,2,3,17,0,5,1,0,0,0.01,Low
3725,53,Male,Single,Research & Development,Manager,2,116910,9,8,35.0,4.0,2,Travel_Rarely,4,Technical Degree,2.0,4.0,2.0,3,4,20,0,2,8,0,0,0.01,Low
3732,42,Female,Single,Research & Development,Sales Executive,1,60620,12,8,12.0,1.0,8,Travel_Frequently,4,Medical,4.0,1.0,3.0,3,4,22,2,2,5,0,0,0.01,Low
3744,44,Female,Single,Research & Development,Research Scientist,2,171590,2,2,16.0,5.0,5,Travel_Frequently,2,Medical,3.0,2.0,2.0,2,4,22,1,1,2,0,0,0.01,Low
2560,40,Male,Divorced,Research & Development,Sales Executive,1,68330,19,16,22.0,2.0,3,Travel_Rarely,3,Other,1.0,1.0,3.0,3,3,13,0,3,11,0,0,0.01,Low
2568,41,Female,Married,Research & Development,Sales Executive,1,66230,5,4,14.0,5.0,5,Travel_Rarely,3,Life Sciences,2.0,3.0,3.0,3,3,18,0,3,1,0,0,0.01,Low
2526,45,Male,Married,Sales,Research Scientist,1,170480,8,7,10.0,4.0,1,Non-Travel,4,Technical Degree,3.0,3.0,4.0,2,3,15,0,3,5,0,0,0.01,Low
582,35,Male,Married,Research & Development,Healthcare Representative,1,57150,8,7,10.0,6.0,5,Travel_Rarely,3,Medical,3.0,4.0,3.0,3,4,24,2,0,1,0,0,0.01,Low
583,24,Female,Single,Sales,Laboratory Technician,1,25760,4,2,6.0,8.0,7,Travel_Rarely,4,Life Sciences,2.0,4.0,3.0,3,3,17,3,3,1,0,0,0.01,Low
585,26,Male,Married,Research & Development,Sales Representative,2,143360,8,7,8.0,1.0,1,Travel_Rarely,4,Life Sciences,4.0,1.0,3.0,3,4,21,1,3,0,0,0,0.01,Low
590,35,Female,Married,Research & Development,Laboratory Technician,2,22580,2,2,2.0,1.0,3,Travel_Frequently,3,Medical,4.0,4.0,4.0,3,3,11,1,2,2,0,0,0.01,Low
196,29,Male,Divorced,Research & Development,Research Scientist,1,51300,3,2,8.0,4.0,5,Travel_Rarely,3,Medical,4.0,4.0,4.0,2,3,11,0,3,1,0,0,0.01,Low
197,33,Female,Divorced,Research & Development,Laboratory Technician,1,20900,6,5,10.0,4.0,16,Travel_Rarely,3,Medical,3.0,1.0,3.0,3,3,16,0,2,0,0,0,0.01,Low
200,40,Female,Divorced,Research & Development,Laboratory Technician,2,30680,1,1,20.0,3.0,1,Non-Travel,4,Technical Degree,1.0,3.0,3.0,2,3,19,0,3,0,0,0,0.01,Low
1357,30,Female,Divorced,Research & Development,Sales Executive,3,103060,3,2,8.0,5.0,1,Travel_Rarely,3,Medical,1.0,4.0,3.0,3,3,13,0,5,2,0,0,0.01,Low
1359,41,Female,Divorced,Sales,Manufacturing Director,3,79450,7,7,21.0,4.0,10,Travel_Frequently,2,Medical,1.0,4.0,2.0,2,3,12,1,6,7,0,0,0.01,Low
1364,53,Female,Married,Sales,Manufacturing Director,5,35170,7,5,13.0,2.0,14,Travel_Rarely,2,Life Sciences,3.0,2.0,1.0,2,3,12,1,1,4,0,0,0.01,Low
1365,45,Male,Divorced,Sales,Research Scientist,1,25800,17,15,20.0,8.0,1,Travel_Rarely,4,Technical Degree,2.0,2.0,1.0,3,3,17,3,3,0,0,0,0.01,Low
1366,32,Female,Single,Sales,Manufacturing Director,1,21660,9,7,9.0,1.0,2,Travel_Frequently,2,Life Sciences,4.0,2.0,3.0,1,3,19,1,4,3,0,0,0.01,Low
1367,29,Male,Married,Research & Development,Healthcare Representative,3,58690,10,9,10.0,1.0,10,Non-Travel,4,Technical Degree,3.0,4.0,3.0,4,3,11,1,6,0,0,0,0.01,Low
2576,28,Male,Married,Sales,Research Scientist,4,11180,7,7,7.0,1.0,8,Travel_Frequently,3,Life Sciences,4.0,3.0,3.0,3,3,11,0,3,0,0,0,0.01,Low
565,29,Male,Divorced,Research & Development,Research Scientist,3,27160,7,1,8.0,0.0,1,Travel_Frequently,4,Medical,2.0,4.0,2.0,1,3,18,0,2,1,0,0,0.01,Low
2548,55,Female,Married,Research & Development,Human Resources,1,27810,5,4,19.0,8.0,2,Travel_Rarely,3,Life Sciences,4.0,2.0,4.0,3,3,13,1,2,0,0,0,0.01,Low
2554,34,Female,Married,Sales,Sales Executive,1,22350,5,0,9.0,2.0,14,Travel_Rarely,2,Technical Degree,4.0,3.0,3.0,3,3,14,1,2,1,0,0,0.01,Low
218,24,Female,Married,Sales,Laboratory Technician,1,12320,1,0,1.0,1.0,7,Travel_Rarely,3,Medical,2.0,4.0,3.0,1,3,12,0,4,0,0,0,0.01,Low
220,25,Male,Married,Research & Development,Research Scientist,1,190940,7,6,7.0,1.0,2,Travel_Rarely,3,Life Sciences,3.0,2.0,3.0,2,3,16,0,3,0,0,0,0.01,Low
3716,45,Male,Divorced,Sales,Sales Executive,1,38330,7,7,24.0,2.0,10,Travel_Rarely,2,Marketing,1.0,2.0,3.0,3,3,14,0,1,0,0,0,0.01,Low
3719,45,Female,Married,Research & Development,Research Scientist,1,184300,3,2,10.0,4.0,1,Travel_Rarely,2,Life Sciences,4.0,2.0,4.0,3,3,12,1,5,1,0,0,0.01,Low
3699,27,Male,Married,Human Resources,Sales Executive,4,66320,5,4,6.0,0.0,11,Travel_Rarely,4,Medical,1.0,2.0,4.0,3,3,16,0,3,1,0,0,0.01,Low
3700,36,Male,Single,Sales,Research Scientist,2,35050,10,8,10.0,1.0,1,Travel_Rarely,3,Marketing,4.0,1.0,2.0,2,3,12,2,2,1,0,0,0.01,Low
3702,47,Female,Married,Research & Development,Sales Executive,2,62740,6,2,17.0,7.0,23,Travel_Rarely,4,Life Sciences,4.0,1.0,2.0,3,3,14,2,0,1,0,0,0.01,Low
3707,24,Male,Married,Research & Development,Manufacturing Director,1,43350,5,3,5.0,1.0,5,Travel_Rarely,1,Other,3.0,4.0,3.0,3,3,15,1,5,0,0,0,0.01,Low
3708,32,Male,Married,Sales,Research Scientist,1,53260,4,3,7.0,4.0,4,Travel_Rarely,3,Marketing,4.0,4.0,2.0,3,3,14,1,2,0,0,0,0.01,Low
3712,31,Male,Divorced,Research & Development,Human Resources,2,27820,13,9,13.0,1.0,16,Travel_Rarely,3,Medical,4.0,1.0,3.0,3,3,19,1,5,9,0,0,0.01,Low
2594,31,Male,Divorced,Sales,Sales Executive,1,38670,4,3,4.0,1.0,23,Non-Travel,1,Medical,1.0,3.0,4.0,4,3,11,1,4,2,0,0,0.01,Low
832,29,Female,Married,Research & Development,Manager,1,23140,7,7,9.0,3.0,1,Travel_Rarely,3,Medical,1.0,3.0,3.0,4,3,13,0,5,0,0,0,0.01,Low
1902,31,Male,Married,Research & Development,Research Director,4,190680,9,5,10.0,0.0,1,Travel_Rarely,4,Life Sciences,4.0,4.0,1.0,3,3,12,0,1,8,0,0,0.01,Low
804,44,Female,Single,Research & Development,Research Scientist,2,171590,2,2,16.0,5.0,5,Travel_Frequently,2,Medical,3.0,2.0,2.0,2,4,22,1,1,2,0,0,0.01,Low
809,47,Female,Married,Research & Development,Sales Representative,2,23660,5,2,11.0,3.0,8,Travel_Rarely,4,Medical,3.0,3.0,2.0,2,3,17,0,5,1,0,0,0.01,Low
1355,30,Female,Single,Sales,Laboratory Technician,2,57700,5,4,5.0,1.0,13,Travel_Rarely,3,Marketing,3.0,1.0,2.0,4,3,16,1,2,0,0,0,0.01,Low
3677,43,Male,Single,Research & Development,Laboratory Technician,1,78610,20,8,20.0,1.0,2,Travel_Rarely,2,Medical,3.0,1.0,1.0,3,3,14,2,1,1,0,0,0.01,Low
1374,28,Male,Married,Sales,Healthcare Representative,2,54330,5,2,5.0,1.0,4,Travel_Rarely,4,Life Sciences,4.0,3.0,1.0,2,3,13,1,4,0,0,0,0.01,Low
949,55,Male,Divorced,Research & Development,Laboratory Technician,5,23420,4,2,8.0,5.0,23,Travel_Rarely,1,Life Sciences,2.0,1.0,3.0,3,3,11,2,2,1,0,0,0.01,Low
950,34,Female,Married,Sales,Research Scientist,2,176500,15,13,15.0,1.0,28,Travel_Rarely,3,Life Sciences,4.0,2.0,4.0,1,3,19,1,6,4,0,0,0.01,Low
952,33,Male,Married,Sales,Manager,3,97250,14,13,14.0,1.0,3,Travel_Rarely,3,Life Sciences,2.0,2.0,3.0,3,3,11,0,0,2,0,0,0.01,Low
954,34,Male,Married,Research & Development,Healthcare Representative,1,21770,10,7,10.0,1.0,7,Travel_Rarely,2,Life Sciences,4.0,2.0,3.0,3,3,13,0,5,8,0,0,0.01,Low
957,35,Male,Single,Research & Development,Sales Executive,3,20420,5,4,6.0,0.0,13,Travel_Frequently,3,Life Sciences,4.0,1.0,4.0,3,3,16,0,2,1,0,0,0.01,Low
3683,37,Male,Single,Research & Development,Manager,2,68040,3,2,8.0,4.0,20,Travel_Rarely,5,Life Sciences,3.0,1.0,3.0,3,3,13,1,1,0,0,0,0.01,Low
230,42,Female,Married,Research & Development,Manufacturing Director,2,26450,10,2,10.0,1.0,28,Travel_Rarely,4,Life Sciences,4.0,3.0,3.0,3,3,15,0,5,2,0,0,0.01,Low
236,34,Female,Divorced,Research & Development,Laboratory Technician,1,23410,8,6,8.0,1.0,13,Travel_Rarely,4,Life Sciences,3.0,3.0,3.0,2,4,20,2,3,0,0,0,0.01,Low
3665,34,Female,Single,Research & Development,Laboratory Technician,2,74120,14,11,14.0,1.0,10,Travel_Rarely,4,Other,4.0,3.0,4.0,3,4,24,0,4,4,0,0,0.01,Low
2598,26,Male,Single,Research & Development,Research Scientist,2,20800,7,6,8.0,0.0,2,Travel_Rarely,2,Life Sciences,1.0,3.0,2.0,4,3,13,0,6,7,0,0,0.01,Low
2599,29,Male,Married,Research & Development,Laboratory Technician,2,20960,5,2,6.0,0.0,2,Travel_Rarely,4,Other,1.0,1.0,2.0,4,4,22,0,2,0,0,0,0.01,Low
2605,27,Female,Single,Sales,Manager,1,39040,7,7,7.0,1.0,2,Travel_Rarely,3,Life Sciences,4.0,4.0,3.0,3,3,15,0,2,0,0,0,0.01,Low
2578,39,Female,Married,Research & Development,Sales Representative,2,188240,3,2,10.0,6.0,8,Non-Travel,5,Medical,3.0,1.0,3.0,3,3,19,1,4,1,0,0,0.01,Low
2583,56,Female,Married,Research & Development,Sales Executive,2,198470,0,0,6.0,4.0,4,Travel_Rarely,3,Technical Degree,1.0,4.0,3.0,3,3,14,0,6,0,0,0,0.01,Low
2588,38,Female,Divorced,Research & Development,Sales Representative,1,44900,5,3,10.0,2.0,3,Travel_Rarely,4,Life Sciences,4.0,2.0,4.0,3,4,21,1,1,0,0,0,0.01,Low
2590,42,Female,Divorced,Sales,Sales Executive,1,23720,0,0,14.0,3.0,1,Travel_Rarely,3,Life Sciences,4.0,2.0,3.0,3,3,12,1,3,0,0,0,0.01,Low
3673,32,Male,Married,Research & Development,Research Director,5,191890,3,2,4.0,0.0,1,Travel_Rarely,4,Medical,2.0,3.0,2.0,3,3,12,1,3,1,0,0,0.01,Low
1378,41,Male,Divorced,Sales,Laboratory Technician,4,68420,9,8,13.0,4.0,7,Travel_Rarely,4,Marketing,3.0,1.0,3.0,3,3,12,1,3,1,0,0,0.01,Low
1390,46,Female,Divorced,Research & Development,Laboratory Technician,2,153790,24,7,24.0,1.0,10,Travel_Rarely,3,Technical Degree,1.0,2.0,3.0,1,3,12,0,1,15,0,0,0.01,Low
1391,38,Male,Single,Sales,Manufacturing Director,1,70820,2,1,2.0,1.0,4,Travel_Rarely,4,Life Sciences,4.0,3.0,3.0,4,3,14,0,3,2,0,0,0.01,Low
3661,34,Male,Married,Research & Development,Research Scientist,1,45530,8,7,10.0,4.0,5,Travel_Rarely,3,Life Sciences,3.0,2.0,3.0,4,3,18,1,2,7,0,0,0.01,Low
3627,50,Female,Married,Research & Development,Laboratory Technician,5,154020,3,2,25.0,4.0,20,Travel_Rarely,2,Medical,1.0,4.0,3.0,2,4,21,0,3,1,0,0,0.01,Low
3630,30,Female,Married,Research & Development,Sales Executive,1,30410,9,8,9.0,1.0,6,Travel_Rarely,4,Medical,1.0,2.0,3.0,2,3,11,1,2,0,0,0,0.01,Low
3631,39,Male,Single,Research & Development,Healthcare Representative,2,34470,8,7,9.0,0.0,26,Travel_Rarely,1,Medical,3.0,1.0,3.0,3,3,14,0,5,1,0,0,0.01,Low
2630,38,Male,Married,Research & Development,Research Scientist,2,36690,8,7,10.0,2.0,1,Travel_Frequently,4,Other,3.0,1.0,3.0,3,3,19,0,2,7,0,0,0.01,Low
2631,42,Male,Divorced,Research & Development,Laboratory Technician,2,100080,4,2,9.0,6.0,6,Travel_Rarely,3,Medical,1.0,4.0,2.0,1,3,19,1,3,1,0,0,0.01,Low
2634,35,Male,Married,Research & Development,Healthcare Representative,2,78980,2,2,5.0,7.0,4,Travel_Rarely,3,Life Sciences,3.0,4.0,3.0,2,3,15,0,2,2,0,0,0.01,Low
1888,35,Male,Married,Research & Development,Healthcare Representative,3,106090,10,7,10.0,1.0,2,Travel_Rarely,1,Life Sciences,4.0,4.0,1.0,3,4,22,0,3,0,0,0,0.01,Low
1890,48,Male,Married,Research & Development,Research Scientist,1,21770,0,0,13.0,4.0,1,Travel_Rarely,4,Medical,3.0,4.0,2.0,3,3,18,0,4,0,0,0,0.01,Low
1892,36,Male,Single,Human Resources,Sales Executive,1,79180,6,1,8.0,2.0,2,Travel_Rarely,4,Technical Degree,4.0,2.0,3.0,2,3,12,2,3,0,0,0,0.01,Low
1894,32,Male,Married,Sales,Laboratory Technician,1,23890,3,2,5.0,6.0,18,Non-Travel,3,Marketing,2.0,3.0,3.0,2,3,12,1,4,0,0,0,0.01,Low
1896,40,Male,Divorced,Research & Development,Research Scientist,2,192320,1,0,11.0,2.0,1,Travel_Rarely,4,Medical,2.0,1.0,2.0,3,3,14,1,3,0,0,0,0.01,Low
3647,25,Female,Married,Research & Development,Research Scientist,4,20450,3,2,7.0,3.0,6,Travel_Rarely,2,Medical,4.0,4.0,2.0,3,3,19,0,3,1,0,0,0.01,Low
3651,48,Male,Single,Research & Development,Research Scientist,2,28190,10,8,11.0,1.0,2,Travel_Rarely,1,Life Sciences,4.0,4.0,3.0,2,4,20,0,2,0,0,0,0.01,Low
1397,33,Male,Married,Research & Development,Human Resources,1,33060,8,6,8.0,1.0,4,Travel_Rarely,3,Life Sciences,2.0,4.0,3.0,1,3,11,3,6,1,0,0,0.01,Low
1402,52,Female,Married,Research & Development,Sales Representative,2,35370,33,9,34.0,0.0,2,Travel_Rarely,4,Medical,3.0,3.0,3.0,3,3,11,1,3,11,0,0,0.01,Low
1403,27,Male,Single,Sales,Research Scientist,1,39860,7,3,7.0,1.0,15,Travel_Rarely,3,Marketing,2.0,4.0,2.0,3,3,12,2,3,0,0,0,0.01,Low
3594,26,Male,Single,Human Resources,Research Scientist,2,68110,8,2,8.0,1.0,9,Travel_Rarely,3,Life Sciences,4.0,3.0,2.0,3,3,11,1,4,2,0,0,0.01,Low
3602,34,Female,Divorced,Sales,Research Scientist,3,88340,11,10,15.0,4.0,14,Travel_Frequently,4,Medical,2.0,3.0,4.0,3,3,13,1,1,5,0,0,0.01,Low
3606,35,Male,Married,Research & Development,Healthcare Representative,4,98240,3,2,4.0,0.0,9,Travel_Rarely,3,Life Sciences,3.0,3.0,3.0,3,3,19,0,2,2,0,0,0.01,Low
545,34,Female,Married,Sales,Research Director,2,26960,0,0,6.0,3.0,1,Non-Travel,1,Marketing,4.0,3.0,3.0,3,4,23,0,3,0,0,0,0.01,Low
549,38,Male,Divorced,Research & Development,Research Scientist,1,47360,8,7,9.0,0.0,6,Travel_Rarely,2,Medical,3.0,3.0,3.0,2,3,11,1,3,2,0,0,0.01,Low
551,28,Female,Divorced,Human Resources,Laboratory Technician,4,67810,9,7,10.0,0.0,1,Travel_Rarely,3,Human Resources,2.0,4.0,2.0,3,3,15,1,2,1,0,0,0.01,Low
2606,32,Female,Single,Research & Development,Research Scientist,2,46270,1,0,8.0,8.0,8,Travel_Rarely,1,Medical,4.0,4.0,3.0,2,3,17,1,2,0,0,0,0.01,Low
2609,54,Male,Married,Research & Development,Research Scientist,3,66740,4,3,9.0,3.0,14,Travel_Rarely,3,Other,3.0,1.0,2.0,3,3,17,1,2,2,0,0,0.01,Low
2610,33,Female,Divorced,Research & Development,Sales Executive,4,168800,9,8,9.0,1.0,2,Travel_Frequently,4,Medical,3.0,4.0,3.0,3,3,14,3,2,2,0,0,0.01,Low
2611,43,Male,Married,Research & Development,Research Scientist,1,90940,10,9,10.0,1.0,3,Travel_Rarely,3,Medical,3.0,1.0,3.0,3,3,12,1,0,0,0,0,0.01,Low
2613,55,Male,Married,Sales,Laboratory Technician,2,119160,10,4,35.0,4.0,9,Travel_Rarely,3,Marketing,2.0,3.0,3.0,2,3,15,1,3,1,0,0,0.01,Low
2615,39,Male,Single,Research & Development,Sales Executive,2,98520,20,10,21.0,0.0,4,Travel_Rarely,3,Life Sciences,1.0,2.0,3.0,2,3,12,1,5,11,0,0,0.01,Low
2621,40,Female,Married,Research & Development,Research Scientist,3,197170,10,4,10.0,1.0,21,Travel_Frequently,3,Medical,3.0,4.0,4.0,2,4,21,0,1,9,0,0,0.01,Low
2626,47,Male,Single,Research & Development,Sales Executive,2,42490,17,11,25.0,2.0,1,Travel_Rarely,4,Life Sciences,3.0,1.0,3.0,2,3,13,1,2,12,0,0,0.01,Low
3613,30,Male,Single,Research & Development,Research Scientist,1,20960,8,7,10.0,7.0,2,Non-Travel,4,Other,3.0,3.0,3.0,3,3,11,3,2,1,0,0,0.01,Low
929,38,Male,Married,Research & Development,Research Scientist,2,24510,13,9,19.0,7.0,19,Travel_Frequently,2,Life Sciences,4.0,4.0,4.0,3,3,12,1,3,2,0,0,0.01,Low
932,32,Male,Divorced,Research & Development,Research Scientist,5,50030,9,6,10.0,2.0,5,Travel_Rarely,4,Technical Degree,2.0,4.0,2.0,3,3,13,0,5,1,0,0,0.01,Low
933,31,Female,Married,Research & Development,Sales Executive,2,127420,10,2,10.0,1.0,28,Travel_Rarely,4,Technical Degree,4.0,1.0,3.0,2,3,11,0,4,0,0,0,0.01,Low
938,41,Female,Single,Research & Development,Manager,4,137260,2,2,21.0,3.0,24,Travel_Rarely,4,Life Sciences,3.0,4.0,3.0,4,3,12,0,6,0,0,0,0.01,Low
2655,42,Male,Married,Research & Development,Research Scientist,3,99980,22,14,24.0,5.0,17,Travel_Rarely,1,Life Sciences,3.0,1.0,2.0,2,4,24,2,3,4,0,0,0.01,Low
2657,41,Female,Married,Research & Development,Healthcare Representative,1,109200,20,10,21.0,0.0,13,Travel_Rarely,4,Life Sciences,2.0,1.0,3.0,4,3,15,1,3,0,0,0,0.01,Low
1867,33,Male,Divorced,Sales,Manufacturing Director,2,38150,4,3,7.0,3.0,7,Travel_Rarely,3,Life Sciences,2.0,4.0,4.0,3,3,11,1,3,0,0,0,0.01,Low
1871,28,Female,Single,Sales,Research Scientist,1,23280,4,2,4.0,1.0,24,Travel_Rarely,5,Life Sciences,4.0,1.0,3.0,3,3,11,2,3,0,0,0,0.01,Low
822,46,Male,Married,Research & Development,Manufacturing Director,3,138260,13,1,23.0,8.0,4,Travel_Rarely,2,Life Sciences,2.0,3.0,4.0,2,3,11,0,1,5,0,0,0.01,Low
826,34,Male,Married,Human Resources,Manufacturing Director,2,28180,10,6,10.0,1.0,2,Travel_Rarely,3,Human Resources,3.0,4.0,3.0,3,3,13,1,2,8,0,0,0.01,Low
272,27,Male,Married,Research & Development,Research Scientist,5,132450,9,7,9.0,1.0,10,Travel_Rarely,3,Medical,1.0,3.0,3.0,2,4,23,1,3,0,0,0,0.01,Low
3571,27,Male,Married,Research & Development,Manufacturing Director,3,34080,9,8,9.0,1.0,7,Travel_Rarely,3,Life Sciences,1.0,1.0,2.0,3,4,24,0,2,6,0,0,0.01,Low
3575,29,Male,Divorced,Research & Development,Manufacturing Director,1,99500,3,2,3.0,1.0,19,Travel_Rarely,4,Life Sciences,4.0,1.0,3.0,3,4,20,0,3,1,0,0,0.01,Low
3579,59,Male,Single,Research & Development,Research Scientist,1,40510,6,5,13.0,5.0,3,Travel_Rarely,4,Technical Degree,4.0,3.0,3.0,3,3,16,3,3,0,0,0,0.01,Low
3581,49,Male,Married,Sales,Research Scientist,2,62300,1,0,23.0,2.0,14,Travel_Rarely,4,Life Sciences,3.0,1.0,4.0,2,3,14,0,2,0,0,0,0.01,Low
257,35,Male,Married,Research & Development,Research Scientist,1,187400,1,0,1.0,1.0,2,Non-Travel,1,Medical,3.0,3.0,3.0,4,3,19,1,2,0,0,0,0.01,Low
260,38,Male,Single,Research & Development,Research Scientist,5,147560,7,5,8.0,0.0,16,Travel_Rarely,3,Life Sciences,4.0,4.0,3.0,2,4,20,1,3,0,0,0,0.01,Low
265,50,Male,Married,Sales,Laboratory Technician,1,54730,20,8,20.0,1.0,5,Travel_Rarely,3,Medical,3.0,4.0,3.0,4,3,19,1,2,3,0,0,0.01,Low
1415,40,Female,Married,Research & Development,Laboratory Technician,1,45020,7,7,15.0,8.0,23,Travel_Rarely,3,Medical,4.0,3.0,4.0,2,3,12,2,0,3,0,0,0.01,Low
1418,22,Female,Divorced,Research & Development,Healthcare Representative,4,129360,4,2,4.0,1.0,1,Travel_Rarely,3,Life Sciences,2.0,4.0,2.0,3,3,11,2,3,2,0,0,0.01,Low
1435,38,Male,Divorced,Research & Development,Laboratory Technician,4,64720,16,13,17.0,0.0,1,Travel_Rarely,2,Medical,3.0,1.0,2.0,3,3,12,0,4,5,0,0,0.01,Low
1437,59,Female,Married,Research & Development,Manager,3,198330,1,0,7.0,3.0,5,Travel_Rarely,3,Life Sciences,4.0,3.0,3.0,3,3,13,0,2,0,0,0,0.01,Low
