Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
21,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2028,Female,1,Research Scientist,Single,26100,1.0,11,1,2.0,3,2,2,2,2,3,4.0,2.0,4.0
39,0,Non-Travel,Research & Development,6,3,Life Sciences,2029,Male,1,Laboratory Technician,Single,28510,9.0,15,0,9.0,2,5,0,3,3,3,3.0,2.0,2.0
36,0,Non-Travel,Research & Development,1,3,Medical,2030,Male,3,Sales Representative,Single,34520,2.0,13,3,18.0,4,11,0,9,4,3,1.0,4.0,3.0
31,0,Travel_Frequently,Research & Development,7,3,Life Sciences,2031,Male,1,Sales Executive,Married,52580,0.0,14,3,3.0,5,2,2,2,3,3,3.0,4.0,3.0
28,0,Travel_Rarely,Sales,2,4,Marketing,2032,Male,1,Sales Executive,Married,93550,0.0,11,0,6.0,4,5,0,4,3,3,1.0,2.0,1.0
35,0,Travel_Frequently,Research & Development,9,2,Other,2033,Female,1,Manufacturing Director,Divorced,104960,1.0,13,1,5.0,2,5,0,2,3,3,4.0,4.0,3.0
49,0,Travel_Rarely,Sales,2,2,Medical,2034,Female,1,Sales Executive,Married,63800,6.0,23,1,22.0,1,9,2,3,2,4,4.0,2.0,3.0
34,0,Travel_Frequently,Sales,9,1,Technical Degree,2035,Male,2,Sales Executive,Single,26570,2.0,13,1,5.0,3,3,0,2,2,3,4.0,3.0,2.0
29,0,Travel_Frequently,Research & Development,1,4,Medical,2036,Male,3,Research Scientist,Divorced,27160,0.0,18,0,8.0,2,7,1,1,1,3,4.0,2.0,2.0
42,0,Travel_Rarely,Sales,21,2,Life Sciences,2037,Female,1,Healthcare Representative,Single,22010,4.0,12,1,16.0,3,1,0,0,4,3,2.0,4.0,3.0
29,0,Travel_Rarely,Sales,4,2,Other,2038,Female,2,Healthcare Representative,Married,65400,1.0,22,0,10.0,2,10,1,2,1,4,2.0,4.0,2.0
38,0,Travel_Rarely,Research & Development,1,3,Medical,2039,Female,1,Human Resources,Married,38160,1.0,13,2,7.0,2,7,5,0,2,3,3.0,3.0,4.0
28,0,Travel_Frequently,Sales,6,4,Life Sciences,2040,Male,1,Manager,Divorced,52530,1.0,15,0,3.0,2,3,0,2,3,3,3.0,3.0,3.0
18,1,Non-Travel,Research & Development,2,4,Medical,2041,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,0,4,3,3.0,3.0,3.0
33,1,Travel_Rarely,Research & Development,3,2,Life Sciences,2042,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,3,2,3,1.0,1.0,3.0
41,0,Travel_Rarely,Research & Development,4,2,Medical,2043,Male,2,Research Scientist,Married,25430,3.0,12,0,6.0,3,1,0,0,3,3,2.0,4.0,3.0
31,1,Travel_Frequently,Sales,10,3,Technical Degree,2044,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2,4,3,3.0,3.0,2.0
37,0,Travel_Rarely,Research & Development,23,3,Life Sciences,2045,Male,3,Manufacturing Director,Divorced,166590,7.0,16,1,9.0,2,6,1,3,3,3,3.0,4.0,3.0
27,0,Travel_Rarely,Research & Development,6,2,Medical,2046,Female,1,Healthcare Representative,Married,42600,1.0,11,2,4.0,2,4,2,2,3,3,4.0,3.0,3.0
34,0,Travel_Rarely,Sales,1,1,Marketing,2047,Female,2,Laboratory Technician,Married,24760,1.0,19,0,6.0,2,6,1,3,3,3,2.0,3.0,2.0
35,0,Travel_Rarely,Research & Development,6,3,Life Sciences,2048,Female,3,Laboratory Technician,Single,31020,1.0,13,1,6.0,3,5,1,4,2,3,3.0,3.0,1.0
29,1,Travel_Rarely,Research & Development,6,3,Life Sciences,2049,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,10,1,3,4.0,1.0,1.0
40,0,Travel_Frequently,Research & Development,2,4,Medical,2050,Male,4,Human Resources,Single,75960,9.0,11,0,20.0,0,18,2,13,1,3,2.0,3.0,2.0
42,1,Travel_Frequently,Sales,2,4,Life Sciences,2051,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,14,1,3,3.0,1.0,2.0
42,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2052,Male,4,Laboratory Technician,Single,30340,7.0,21,1,9.0,3,6,1,5,2,4,2.0,1.0,4.0
35,0,Travel_Rarely,Research & Development,5,3,Medical,2053,Male,1,Healthcare Representative,Married,57150,6.0,24,2,10.0,0,8,1,7,3,4,4.0,3.0,3.0
24,0,Travel_Rarely,Sales,7,4,Life Sciences,2054,Female,1,Laboratory Technician,Single,25760,8.0,17,3,6.0,3,4,1,2,3,3,4.0,2.0,3.0
28,1,Travel_Rarely,Research & Development,15,4,Life Sciences,2055,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,0,1,3,3.0,4.0,2.0
26,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2056,Male,2,Sales Representative,Married,143360,1.0,21,1,8.0,3,8,0,7,3,4,1.0,4.0,3.0
30,0,Travel_Rarely,Research & Development,7,2,Life Sciences,2057,Female,1,Manufacturing Director,Married,34480,1.0,11,0,10.0,3,10,1,4,3,3,3.0,3.0,3.0
40,0,Travel_Frequently,Research & Development,26,4,Life Sciences,2058,Male,2,Research Scientist,Married,194060,3.0,20,3,16.0,2,1,0,0,3,4,3.0,4.0,1.0
35,0,Travel_Rarely,Research & Development,18,5,Medical,2059,Female,2,Research Scientist,Divorced,65380,2.0,16,1,15.0,3,7,6,4,3,3,3.0,2.0,4.0
34,0,Travel_Frequently,Research & Development,6,2,Life Sciences,2060,Male,1,Research Director,Single,43060,0.0,11,0,14.0,2,13,4,9,3,3,4.0,1.0,3.0
35,0,Travel_Frequently,Research & Development,3,3,Medical,2061,Female,2,Laboratory Technician,Married,22580,1.0,11,1,2.0,2,2,2,2,3,3,4.0,4.0,4.0
43,1,Travel_Rarely,Sales,5,3,Marketing,2062,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,3,3,3,1.0,3.0,2.0
32,0,Non-Travel,Research & Development,11,2,Other,2063,Female,2,Research Scientist,Divorced,44870,1.0,11,0,1.0,5,1,0,0,2,3,3.0,1.0,3.0
56,0,Travel_Rarely,Research & Development,3,2,Other,2064,Male,2,Healthcare Representative,Divorced,44490,4.0,15,0,28.0,3,5,4,2,1,3,4.0,1.0,3.0
29,0,Travel_Rarely,Research & Development,26,1,Life Sciences,2065,Male,1,Laboratory Technician,Married,22180,1.0,24,1,10.0,1,10,0,8,3,4,2.0,4.0,3.0
19,0,Travel_Rarely,Research & Development,23,4,Life Sciences,2066,Male,2,Laboratory Technician,Single,191970,1.0,12,0,1.0,2,1,0,0,3,3,3.0,1.0,3.0
45,0,Travel_Rarely,Research & Development,22,3,Life Sciences,2067,Female,2,Sales Representative,Married,132120,4.0,13,0,7.0,4,3,0,2,3,3,1.0,3.0,2.0
37,0,Travel_Rarely,Research & Development,14,4,Life Sciences,2068,Male,3,Research Scientist,Married,65770,1.0,13,0,14.0,1,14,3,11,1,3,4.0,4.0,2.0
20,0,Travel_Rarely,Research & Development,6,3,Medical,2069,Male,5,Research Director,Single,83920,1.0,17,0,2.0,5,2,1,2,3,3,1.0,3.0,2.0
44,1,Travel_Rarely,Human Resources,6,2,Human Resources,2070,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2,1,3,3.0,3.0,3.0
53,0,Travel_Rarely,Research & Development,6,4,Life Sciences,2071,Male,1,Research Director,Divorced,40310,3.0,12,1,26.0,3,7,4,7,2,3,4.0,3.0,3.0
29,0,Travel_Rarely,Research & Development,23,3,Medical,2072,Male,1,Sales Executive,Married,79690,0.0,14,0,6.0,3,5,1,3,3,3,2.0,4.0,2.0
22,1,Travel_Frequently,Research & Development,22,4,Medical,2073,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,0,2,4,3.0,4.0,3.0
46,0,Travel_Rarely,Research & Development,2,3,Life Sciences,2074,Male,2,Research Scientist,Married,165550,8.0,14,2,28.0,4,26,15,9,3,3,3.0,1.0,3.0
44,0,Non-Travel,Research & Development,20,3,Life Sciences,2075,Male,1,Sales Representative,Single,45560,2.0,13,0,6.0,4,0,0,0,3,3,4.0,3.0,3.0
33,0,Travel_Rarely,Research & Development,28,4,Life Sciences,2076,Female,1,Manager,Married,60910,1.0,15,0,5.0,6,5,1,4,1,3,2.0,3.0,3.0
41,1,Non-Travel,Research & Development,12,3,Life Sciences,2077,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,0,4,3,1.0,1.0,1.0
30,0,Travel_Rarely,Sales,20,3,Marketing,2078,Male,3,Sales Executive,Divorced,48100,8.0,18,0,8.0,3,4,0,3,2,3,3.0,1.0,3.0
40,0,Travel_Frequently,Sales,9,3,Medical,2079,Male,1,Manufacturing Director,Married,45230,5.0,16,1,5.0,5,0,0,0,4,3,2.0,2.0,3.0
50,0,Travel_Frequently,Research & Development,25,4,Life Sciences,2080,Female,2,Healthcare Representative,Married,32020,2.0,24,1,32.0,2,2,2,2,3,4,4.0,1.0,3.0
28,0,Travel_Rarely,Research & Development,6,3,Technical Degree,2081,Male,2,Research Scientist,Married,23510,1.0,16,0,6.0,4,6,3,3,3,3,4.0,1.0,3.0
46,0,Travel_Rarely,Research & Development,8,4,Other,2082,Male,3,Manager,Married,17020,5.0,21,0,25.0,2,4,0,3,3,4,4.0,2.0,3.0
35,0,Travel_Rarely,Sales,4,4,Marketing,2083,Male,1,Laboratory Technician,Married,180410,3.0,20,1,15.0,3,7,1,7,2,4,3.0,1.0,3.0
24,1,Travel_Rarely,Human Resources,28,4,Human Resources,2084,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,0,3,3,4.0,2.0,1.0
33,0,Travel_Frequently,Research & Development,9,2,Medical,2085,Female,1,Sales Executive,Married,20970,1.0,14,2,10.0,5,10,0,1,2,3,2.0,3.0,2.0
36,0,Travel_Rarely,Research & Development,9,2,Medical,2086,Male,2,Sales Executive,Divorced,119350,1.0,11,3,7.0,6,7,1,7,4,3,3.0,3.0,3.0
30,0,Travel_Rarely,Sales,29,3,Marketing,2087,Male,1,Sales Executive,Divorced,25460,1.0,14,1,10.0,2,10,8,9,3,3,3.0,3.0,2.0
44,0,Travel_Rarely,Research & Development,3,4,Medical,2088,Male,2,Research Scientist,Single,25640,1.0,12,3,20.0,3,20,13,17,1,3,4.0,4.0,3.0
20,0,Travel_Rarely,Research & Development,18,4,Medical,2089,Male,1,Human Resources,Single,84120,1.0,13,0,2.0,2,2,2,2,2,3,3.0,4.0,3.0
46,0,Travel_Rarely,Sales,9,1,Medical,2090,Female,1,Sales Executive,Divorced,141180,2.0,22,0,12.0,3,6,1,4,3,4,4.0,4.0,2.0
42,0,Non-Travel,Research & Development,5,4,Medical,2091,Male,5,Sales Executive,Married,170460,7.0,11,0,10.0,3,4,0,3,2,3,4.0,1.0,4.0
60,0,Travel_Rarely,Sales,2,2,Life Sciences,2092,Male,2,Sales Executive,Divorced,25640,0.0,14,1,12.0,3,11,1,9,3,3,2.0,4.0,3.0
32,0,Travel_Frequently,Sales,10,3,Life Sciences,2093,Female,1,Sales Executive,Married,102660,1.0,11,0,2.0,3,2,2,2,3,3,3.0,2.0,3.0
32,0,Travel_Frequently,Research & Development,9,3,Life Sciences,2094,Female,2,Research Scientist,Single,50700,4.0,12,1,10.0,6,8,0,7,3,3,4.0,3.0,3.0
36,0,Travel_Rarely,Sales,3,2,Marketing,2095,Male,4,Healthcare Representative,Divorced,178610,2.0,18,0,17.0,2,7,7,7,2,3,3.0,1.0,3.0
33,0,Travel_Rarely,Sales,26,2,Marketing,2096,Male,1,Research Scientist,Married,42300,0.0,12,0,15.0,0,14,4,10,3,3,1.0,4.0,3.0
40,0,Travel_Rarely,Research & Development,1,3,Medical,2097,Female,2,Research Scientist,Divorced,37800,7.0,12,0,7.0,2,5,1,3,1,3,2.0,2.0,4.0
25,0,Travel_Rarely,Research & Development,6,2,Medical,2098,Female,1,Laboratory Technician,Single,27680,0.0,22,1,5.0,0,4,1,1,3,4,3.0,4.0,3.0
30,0,Travel_Rarely,Sales,9,3,Marketing,2099,Female,1,Research Scientist,Married,90710,0.0,19,1,12.0,2,11,5,7,2,3,4.0,2.0,3.0
42,0,Travel_Frequently,Human Resources,8,2,Medical,2100,Male,1,Sales Executive,Married,106480,3.0,13,1,20.0,1,1,0,0,3,3,1.0,1.0,3.0
35,0,Non-Travel,Research & Development,1,1,Life Sciences,2101,Male,2,Sales Executive,Married,136100,4.0,22,2,16.0,4,13,4,12,2,4,3.0,4.0,2.0
27,0,Travel_Rarely,Research & Development,7,3,Life Sciences,2102,Male,3,Manufacturing Director,Married,34080,1.0,24,0,9.0,2,9,6,8,3,4,1.0,1.0,2.0
54,0,Travel_Frequently,Research & Development,9,2,Medical,2103,Male,2,Sales Representative,Divorced,29830,7.0,14,1,33.0,2,5,1,4,2,3,4.0,3.0,1.0
44,0,Travel_Rarely,Human Resources,4,4,Life Sciences,2104,Male,5,Laboratory Technician,Married,76320,1.0,21,0,10.0,3,10,7,7,3,4,1.0,4.0,3.0
19,1,Non-Travel,Sales,2,2,Other,2105,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,0,3,3,1.0,2.0,4.0
29,0,Travel_Rarely,Research & Development,19,4,Life Sciences,2106,Male,1,Manufacturing Director,Divorced,99500,1.0,20,0,3.0,3,3,1,2,3,4,1.0,4.0,3.0
54,0,Travel_Rarely,Research & Development,9,4,Life Sciences,2107,Male,2,Sales Executive,Married,20930,3.0,19,0,36.0,2,10,0,9,3,3,4.0,4.0,3.0
31,0,Travel_Rarely,Research & Development,21,3,Life Sciences,2108,Male,2,Laboratory Technician,Married,99800,1.0,12,0,6.0,1,6,0,1,3,3,3.0,1.0,2.0
31,0,Travel_Rarely,Sales,24,1,Marketing,2109,Female,1,Sales Executive,Single,38940,1.0,12,0,10.0,3,10,1,8,4,3,3.0,1.0,3.0
59,0,Travel_Rarely,Research & Development,3,4,Technical Degree,2110,Male,1,Research Scientist,Single,40510,5.0,16,3,13.0,3,6,0,5,3,3,3.0,4.0,3.0
43,0,Travel_Rarely,Research & Development,11,2,Life Sciences,2111,Male,3,Laboratory Technician,Married,168350,3.0,17,1,25.0,3,8,0,7,3,3,3.0,4.0,3.0
49,0,Travel_Rarely,Sales,14,4,Life Sciences,2112,Male,2,Research Scientist,Married,62300,2.0,14,0,23.0,2,1,0,0,2,3,1.0,3.0,4.0
36,0,Travel_Frequently,Sales,5,2,Marketing,2113,Female,1,Laboratory Technician,Married,47170,1.0,19,1,12.0,3,11,0,7,3,3,3.0,2.0,2.0
48,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2114,Female,2,Laboratory Technician,Single,132370,5.0,13,1,7.0,2,1,0,0,4,3,4.0,2.0,2.0
27,0,Travel_Rarely,Research & Development,6,4,Life Sciences,2115,Male,2,Laboratory Technician,Divorced,37550,1.0,19,0,5.0,2,5,0,3,3,3,1.0,3.0,3.0
29,0,Travel_Rarely,Sales,17,4,Medical,2116,Male,1,Laboratory Technician,Divorced,65820,1.0,19,1,6.0,3,6,1,0,3,3,3.0,4.0,3.0
48,0,Travel_Rarely,Sales,1,1,Marketing,2117,Male,2,Manufacturing Director,Single,74060,6.0,14,2,25.0,2,1,0,0,3,3,4.0,4.0,4.0
29,0,Travel_Rarely,Research & Development,3,3,Technical Degree,2118,Female,2,Healthcare Representative,Divorced,48050,3.0,16,1,9.0,2,7,1,7,3,3,4.0,4.0,2.0
34,0,Travel_Rarely,Sales,9,4,Medical,2119,Female,2,Laboratory Technician,Married,27410,0.0,15,1,2.0,3,1,0,0,3,3,3.0,3.0,2.0
44,0,Travel_Rarely,Research & Development,4,3,Life Sciences,2120,Female,1,Laboratory Technician,Married,42620,7.0,18,0,26.0,2,22,3,10,3,3,2.0,2.0,3.0
33,0,Travel_Rarely,Research & Development,8,2,Life Sciences,2121,Female,2,Research Scientist,Divorced,161840,0.0,13,1,10.0,2,9,0,8,4,3,4.0,3.0,3.0
19,0,Travel_Rarely,Sales,2,4,Marketing,2122,Male,3,Laboratory Technician,Single,115570,1.0,22,0,1.0,0,1,0,1,3,4,2.0,4.0,3.0
23,0,Travel_Rarely,Sales,2,3,Medical,2123,Male,3,Laboratory Technician,Married,18780,1.0,13,1,1.0,2,1,0,1,3,3,4.0,3.0,3.0
25,1,Travel_Frequently,Research & Development,1,1,Life Sciences,2124,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,0,3,3,3.0,4.0,3.0
26,0,Travel_Rarely,Human Resources,9,3,Life Sciences,2125,Male,2,Research Scientist,Single,68110,1.0,11,1,8.0,4,8,2,2,3,3,3.0,4.0,2.0
45,1,Travel_Rarely,Human Resources,12,3,Human Resources,2126,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,11,3,3,1.0,2.0,3.0
55,0,Non-Travel,Research & Development,27,3,Life Sciences,2127,Female,2,Manager,Divorced,48590,1.0,24,1,34.0,3,33,15,0,4,4,4.0,2.0,3.0
21,1,Travel_Frequently,Research & Development,20,2,Medical,2128,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2,3,3,1.0,3.0,1.0
46,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2129,Male,1,Manufacturing Director,Married,23400,2.0,13,1,26.0,2,11,0,8,1,3,4.0,2.0,3.0
34,0,Travel_Rarely,Sales,13,4,Medical,2130,Male,3,Sales Representative,Single,74910,0.0,14,1,4.0,3,3,0,2,2,3,3.0,1.0,3.0
51,0,Travel_Frequently,Research & Development,14,3,Life Sciences,2131,Male,2,Research Director,Divorced,105270,4.0,14,0,31.0,3,29,11,10,3,3,4.0,2.0,2.0
59,0,Travel_Rarely,Research & Development,4,2,Life Sciences,2132,Male,2,Research Scientist,Single,165950,6.0,21,1,25.0,2,9,5,4,3,4,4.0,4.0,2.0
34,0,Travel_Frequently,Sales,14,4,Medical,2133,Female,3,Research Scientist,Divorced,88340,4.0,13,1,15.0,1,11,5,10,3,3,3.0,2.0,4.0
28,0,Travel_Frequently,Research & Development,2,3,Other,2134,Female,1,Manager,Single,55770,0.0,19,0,5.0,3,4,0,2,3,3,4.0,3.0,2.0
44,0,Travel_Rarely,Research & Development,3,4,Life Sciences,2135,Male,2,Research Scientist,Divorced,47070,1.0,17,0,26.0,4,25,14,13,1,3,3.0,1.0,2.0
34,0,Travel_Frequently,Sales,1,3,Life Sciences,2136,Male,2,Sales Executive,Married,24000,4.0,18,1,14.0,3,10,1,8,3,3,3.0,2.0,4.0
35,0,Travel_Rarely,Research & Development,9,3,Life Sciences,2137,Male,4,Healthcare Representative,Married,98240,0.0,19,0,4.0,2,3,2,2,3,3,3.0,3.0,3.0
42,0,Travel_Rarely,Research & Development,23,4,Life Sciences,2138,Female,1,Manager,Married,64470,6.0,13,0,18.0,3,1,0,0,3,3,2.0,2.0,3.0
43,0,Travel_Rarely,Research & Development,7,2,Medical,2139,Female,1,Laboratory Technician,Single,195020,3.0,18,2,23.0,3,21,15,17,4,3,4.0,4.0,4.0
36,0,Travel_Rarely,Research & Development,2,4,Medical,2140,Male,1,Healthcare Representative,Single,27250,9.0,21,1,18.0,4,16,5,12,2,4,3.0,2.0,3.0
44,1,Travel_Rarely,Research & Development,21,4,Life Sciences,2141,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,5,3,3,1.0,4.0,3.0
28,0,Travel_Frequently,Research & Development,2,3,Life Sciences,2142,Female,2,Sales Representative,Married,21270,1.0,14,0,2.0,3,2,2,2,3,3,4.0,4.0,3.0
51,0,Travel_Frequently,Sales,21,4,Medical,2143,Male,2,Research Scientist,Single,182000,0.0,17,0,8.0,3,7,7,7,3,3,2.0,3.0,3.0
30,0,Non-Travel,Research & Development,2,4,Other,2144,Male,1,Research Scientist,Single,20960,7.0,11,3,10.0,2,8,1,7,3,3,3.0,3.0,3.0
29,1,Travel_Rarely,Research & Development,29,4,Technical Degree,2145,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,7,3,3,2.0,3.0,3.0
28,0,Travel_Rarely,Sales,1,4,Life Sciences,2146,Female,2,Sales Representative,Single,20330,2.0,15,1,5.0,5,3,1,2,3,3,4.0,1.0,2.0
25,0,Travel_Rarely,Research & Development,18,2,Life Sciences,2147,Male,1,Research Scientist,Single,36220,1.0,25,0,2.0,0,2,2,1,3,4,4.0,2.0,2.0
32,0,Travel_Rarely,Research & Development,10,4,Other,2148,Female,1,Sales Executive,Married,42330,1.0,11,0,10.0,5,10,0,8,3,3,3.0,4.0,4.0
45,0,Travel_Frequently,Research & Development,19,3,Medical,2149,Male,3,Laboratory Technician,Single,36810,3.0,17,1,22.0,2,0,0,0,3,3,3.0,2.0,3.0
39,0,Travel_Rarely,Sales,29,1,Marketing,2150,Female,1,Laboratory Technician,Divorced,54600,6.0,13,2,21.0,3,19,15,2,3,3,3.0,2.0,3.0
58,0,Travel_Rarely,Research & Development,27,3,Other,2151,Male,2,Laboratory Technician,Divorced,21870,1.0,18,1,2.0,1,2,2,2,1,3,1.0,3.0,3.0
32,1,Travel_Rarely,Research & Development,5,3,Technical Degree,2152,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,1,3,3,4.0,3.0,3.0
39,1,Travel_Rarely,Research & Development,18,2,Life Sciences,2153,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,3,2,4,3.0,1.0,3.0
30,0,Travel_Rarely,Sales,9,1,Marketing,2154,Male,4,Research Director,Married,40890,0.0,18,0,10.0,2,9,6,7,4,3,1.0,4.0,3.0
36,0,Travel_Rarely,Sales,1,3,Marketing,2155,Male,2,Sales Executive,Married,166270,3.0,12,0,10.0,5,7,1,7,2,3,4.0,3.0,3.0
46,0,Travel_Rarely,Sales,4,3,Medical,2156,Male,1,Research Scientist,Single,26190,6.0,12,1,10.0,3,7,5,7,2,3,4.0,1.0,4.0
28,0,Non-Travel,Research & Development,1,3,Medical,2157,Male,5,Sales Executive,Married,56790,0.0,13,0,10.0,2,9,7,5,2,3,3.0,4.0,3.0
50,0,Travel_Rarely,Research & Development,20,2,Medical,2158,Female,5,Laboratory Technician,Married,154020,4.0,21,0,25.0,3,3,1,2,2,4,4.0,1.0,3.0
40,1,Travel_Rarely,Sales,8,1,Other,2159,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,0,2,3,4.0,2.0,3.0
52,1,Travel_Rarely,Research & Development,3,2,Technical Degree,2160,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,7,3,3,2.0,2.0,2.0
30,0,Travel_Rarely,Research & Development,6,4,Medical,2161,Female,1,Sales Executive,Married,30410,1.0,11,1,9.0,2,9,0,8,2,3,2.0,1.0,3.0
39,0,Travel_Rarely,Research & Development,26,1,Medical,2162,Male,2,Healthcare Representative,Single,34470,0.0,14,0,9.0,5,8,1,7,3,3,1.0,3.0,3.0
31,0,Non-Travel,Research & Development,1,2,Medical,2163,Male,1,Sales Executive,Divorced,195130,1.0,12,1,10.0,1,10,9,6,2,3,4.0,3.0,2.0
41,0,Non-Travel,Sales,6,3,Life Sciences,2164,Female,1,Research Director,Single,27730,1.0,11,0,19.0,3,19,11,9,3,3,3.0,2.0,3.0
31,1,Travel_Frequently,Research & Development,3,1,Life Sciences,2165,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2,3,3,4.0,2.0,4.0
44,1,Travel_Rarely,Sales,5,3,Life Sciences,2166,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2,3,3,1.0,1.0,4.0
42,0,Non-Travel,Research & Development,4,3,Life Sciences,2167,Male,2,Laboratory Technician,Married,20830,0.0,12,2,21.0,3,20,2,10,2,3,3.0,3.0,2.0
55,0,Travel_Rarely,Sales,11,3,Technical Degree,2168,Male,2,Manufacturing Director,Married,83810,4.0,15,1,23.0,3,19,9,11,3,3,4.0,3.0,3.0
56,0,Travel_Rarely,Sales,3,2,Medical,2169,Female,3,Manufacturing Director,Single,26910,6.0,16,1,36.0,6,7,7,7,3,3,4.0,2.0,3.0
40,0,Non-Travel,Research & Development,1,1,Life Sciences,2170,Male,1,Laboratory Technician,Divorced,42860,9.0,15,0,6.0,6,4,0,0,3,3,3.0,3.0,3.0
34,0,Travel_Rarely,Research & Development,3,2,Technical Degree,2171,Male,2,Research Director,Divorced,26590,0.0,24,3,10.0,2,9,1,6,3,4,4.0,4.0,2.0
40,0,Travel_Rarely,Sales,4,3,Medical,2172,Male,2,Sales Executive,Single,94340,1.0,13,1,9.0,3,9,8,8,2,3,3.0,4.0,3.0
41,0,Travel_Frequently,Sales,1,4,Other,2173,Female,2,Healthcare Representative,Divorced,55610,0.0,11,0,10.0,2,9,1,7,2,3,3.0,1.0,3.0
35,0,Travel_Frequently,Sales,1,2,Technical Degree,2174,Male,2,Manager,Single,66460,1.0,13,1,9.0,2,9,1,1,2,3,3.0,3.0,3.0
51,0,Travel_Rarely,Sales,18,2,Life Sciences,2175,Male,4,Manufacturing Director,Divorced,77250,1.0,13,1,33.0,2,33,0,10,3,3,3.0,2.0,3.0
38,0,Travel_Rarely,Sales,2,4,Life Sciences,2176,Female,1,Research Scientist,Divorced,107250,3.0,18,0,11.0,5,7,1,7,2,3,2.0,1.0,3.0
34,0,Travel_Rarely,Sales,4,3,Life Sciences,2177,Male,2,Research Scientist,Single,88470,1.0,16,0,10.0,3,10,9,6,4,3,3.0,1.0,4.0
25,0,Travel_Rarely,Research & Development,6,2,Medical,2178,Female,4,Research Scientist,Married,20450,3.0,19,0,7.0,3,3,1,2,3,3,4.0,4.0,2.0
58,1,Travel_Rarely,Sales,1,4,Technical Degree,2179,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,9,4,3,3.0,1.0,2.0
40,0,Travel_Rarely,Research & Development,14,4,Medical,2180,Female,1,Research Scientist,Married,33480,3.0,22,0,7.0,2,4,0,3,1,4,2.0,2.0,3.0
36,0,Travel_Frequently,Sales,16,2,Life Sciences,2181,Male,1,Research Scientist,Married,12810,2.0,11,0,17.0,2,15,6,13,3,3,1.0,1.0,2.0
48,0,Travel_Rarely,Research & Development,2,1,Life Sciences,2182,Male,2,Research Scientist,Single,28190,1.0,20,0,11.0,2,10,0,8,2,4,4.0,4.0,3.0
27,0,Travel_Rarely,Research & Development,2,3,Life Sciences,2183,Female,2,Laboratory Technician,Married,48510,8.0,18,0,5.0,2,1,0,0,3,3,3.0,3.0,3.0
51,0,Travel_Rarely,Research & Development,4,1,Medical,2184,Female,3,Manufacturing Director,Single,40280,3.0,14,0,29.0,3,5,0,3,3,3,4.0,2.0,2.0
18,0,Non-Travel,Research & Development,1,4,Medical,2185,Male,2,Sales Executive,Single,27200,1.0,22,1,0.0,2,0,0,0,3,4,4.0,4.0,4.0
35,0,Travel_Rarely,Research & Development,1,4,Other,2186,Female,2,Research Director,Married,81200,0.0,13,0,10.0,2,9,0,0,2,3,4.0,4.0,3.0
27,0,Travel_Frequently,Research & Development,26,4,Medical,2187,Female,1,Research Director,Single,46470,3.0,17,0,8.0,3,6,0,0,4,3,4.0,4.0,3.0
55,1,Travel_Rarely,Research & Development,19,3,Technical Degree,2188,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,8,4,3,1.0,3.0,2.0
